Configuration,Initial Capital,Final Portfolio,Total Return,Max Drawdown,Sharpe Ratio,Trades
A2C_1,100000,83984.99285036499,-0.1601500714963502,-0.2659853010403941,-0.22949270236531394,23
A2C_2,100000,90050.81867501154,-0.09949181324988454,-0.20191890085963204,-0.1473892202331482,17
A2C_3,100000,107631.733589487,0.07631733589487011,-0.23904378737696375,0.25164042703425626,77
A2C_4,100000,103861.18430429675,0.03861184304296761,-0.19922840793871033,0.17994633095251103,7
