Configuration,Initial Capital,Final Portfolio,Total Return,Max Drawdown,Sharpe Ratio,Trades
DQN_1,100000,77628.51145913666,-0.22371488540863338,-0.4354578588372968,-0.3782083443032684,141
DQN_2,100000,97784.52961615015,-0.02215470383849849,-0.3767532549073296,0.057008352102926166,141
DQN_3,100000,92146.64530266491,-0.07853354697335091,-0.3411494472859432,-0.07025531911011633,114
DQN_4,100000,88243.34067955865,-0.11756659320441354,-0.37370420464583876,-0.11581405110202916,81
